"Feature_ID","Coefficient","Chemical_Name"
"1124",-3.38220375418364,"citrate"
"Glycolytic_Ratio",-3.00523878942339,"Glycolytic_Ratio"
"100000626",2.6771743738616,"sphingosine 1-phosphate"
"482",2.03159162860954,"lactate"
"1539",-1.62326602371957,"1-palmitoyl-2-oleoyl-GPC (16:0/18:1)"
"100009123",-1.55317416629482,"1-pentadecanoyl-2-docosahexaenoyl-GPC (15:0/22:6)*"
"100008915",1.54097179477453,"1-palmitoyl-2-docosahexaenoyl-GPC (16:0/22:6)"
"100000657",1.30683020913304,"1,2-dipalmitoyl-GPC (16:0/16:0)"
"100009130",-1.2437163313655,"1-oleoyl-2-docosahexaenoyl-GPC (18:1/22:6)*"
"100003151",-0.965405039910068,"linoleoylcarnitine (C18:2)*"
"100008916",0.867979771492107,"1-stearoyl-2-docosahexaenoyl-GPC (18:0/22:6)"
"100000672",-0.85217379480182,"1-myristoyl-2-palmitoyl-GPC (14:0/16:0)"
"561",0.765165357008223,"glutamate"
"100008991",-0.756054653865489,"1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*"
"100015689",0.755845952515412,"1-palmitoyl-2-(hydroxylinoleoyl)-GPC (16:0/18:2(OH))*"
"100001993",-0.736569679791724,"pregnenediol disulfate (C21H34O8S2)*"
"100001552",-0.704940757025052,"1-dihomo-linolenoyl-GPC (20:3n3 or n6)*"
"100006051",0.689530248988912,"myristoleoylcarnitine/physeteroylcarnitine (C14:1)*"
"GABR",-0.659018493402874,"GABR"
"100000665",-0.627295703565672,"docosahexaenoate (DHA; 22:6n3)"
"100000802",-0.61706760477263,"acetylcarnitine (C2)"
"100009125",0.61485955360413,"1-margaroyl-2-docosahexaenoyl-GPC (17:0/22:6)*"
"100009346",0.569220035355548,"phosphatidylcholine (14:0/14:0, 16:0/12:0)"
"504",-0.549718319190366,"serotonin"
"100008903",0.536281146503407,"1,2-dilinoleoyl-GPC (18:2/18:2)"
"100001383",0.492629013003065,"1-myristoyl-GPC (14:0)"
"100009271",-0.459010759860677,"(S)-3-hydroxybutyrylcarnitine"
"100009347",0.448215762563972,"phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1)*"
"100008992",0.390190060901319,"1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*"
"100009036",-0.347214782148423,"1-margaroyl-2-oleoyl-GPC (17:0/18:1)*"
"100001563",-0.344069432163801,"2-myristoyl-GPC (14:0)*"
"100001876",-0.292105964405126,"sphinganine-1-phosphate"
"100020214",-0.279249023152511,"glyco-beta-muricholate**"
"100001988",0.277159706411712,"5alpha-pregnan-3beta,20alpha-diol disulfate"
"100002014",-0.276814701857412,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)"
"100021104",0.26906132466873,"pregnenetriol disulfate*"
"100020343",0.263424168273733,"tetradecadienoate (14:2)*"
"100021990",0.165110586901678,"3-hydroxyoctanoylcarnitine (1)"
"100009220",0.158923124612343,"1-oleoyl-2-docosahexaenoyl-GPE (18:1/22:6)*"
"100001557",-0.138137373062039,"2-linoleoyl-GPC (18:2)*"
"100020550",-0.129700645043202,"deoxycholic acid glucuronide"
"100001511",0.123466662843583,"1-palmitoleoyl-GPC (16:1)*"
"1135",0.100113404593293,"ursodeoxycholate"
"100009345",-0.0979570798400512,"1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*"
"1628",0.0915081675130603,"glycochenodeoxycholate"
"100001992",0.0852280437963928,"androstenediol (3beta,17beta) disulfate (1)"
"100001994",-0.0397330441594166,"androstenediol (3beta,17beta) disulfate (2)"
"100001999",-0.00030995491700545,"21-hydroxypregnenolone disulfate"
